raw_row_number,attendance_id,column,error_type,expected_action
11617,ATT001160,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11617,ATT001160,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11621,ATT008048,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11625,ATT012524,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11625,ATT012524,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11626,ATT000104,(entire row),duplicate_row,remove (keep first)
11627,ATT008790,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11629,ATT003621,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11633,ATT001511,(entire row),duplicate_row,remove (keep first)
11634,ATT018663,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11636,ATT004071,departure_time,departure_before_arrival,reject
11636,ATT004071,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11637,ATT008291,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11638,ATT001395,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11639,ATT005977,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11643,ATT016635,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11648,ATT014062,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
11650,ATT016855,gp_practice_code,malformed_gp_code,set to NULL and flag
11651,ATT012643,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11653,ATT007003,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11653,ATT007003,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11655,ATT001737,gp_practice_code,gp_code_lowercase,fix (upper-case)
11660,ATT008415,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11661,ATT010761,(entire row),duplicate_row,remove (keep first)
11662,ATT003995,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11662,ATT003995,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11665,ATT009309,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11667,ATT006285,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11671,ATT015651,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11677,ATT008282,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11678,ATT004336,gp_practice_code,missing_gp_code,set to NULL and flag
11678,ATT004336,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11680,ATT013701,triage_category,invalid_triage_code,reject
11682,ATT019363,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11682,ATT019363,triage_category,invalid_triage_code,reject
11684,ATT007175,departure_time,extreme_length_of_stay,reject
11684,ATT007175,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11686,ATT016188,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11689,ATT009953,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11690,ATT009035,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11693,ATT003719,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11694,ATT002903,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11695,ATT016664,arrival_time,missing_arrival_time,reject
11695,ATT016664,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11696,ATT011915,arrival_time,future_dated_attendance,reject
11697,ATT005535,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11698,ATT012690,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11700,ATT000780,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11704,ATT014009,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11712,ATT004726,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
11713,ATT001470,triage_category,invalid_triage_code,reject
11715,ATT014316,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11715,ATT014316,gp_practice_code,malformed_gp_code,set to NULL and flag
11720,ATT008425,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11721,ATT000369,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11724,ATT016249,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11729,ATT016445,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11734,ATT005325,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11736,ATT007281,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11737,ATT010684,departure_time,missing_departure_time,reject
11738,ATT001825,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11743,ATT017357,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11744,ATT003233,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11745,ATT016204,gp_practice_code,missing_gp_code,set to NULL and flag
11748,ATT001570,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11750,ATT008540,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11751,ATT001243,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11751,ATT001243,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11754,ATT016216,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11755,ATT011762,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11757,ATT014505,(entire row),duplicate_row,remove (keep first)
11758,ATT008999,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11760,ATT012378,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11760,ATT012378,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11765,ATT016932,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11765,ATT016932,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11765,ATT016932,triage_category,triage_decimal_format,fix (3.0 -> 3)
11766,ATT008894,disposition,missing_disposition,fill with 'Unknown'
11767,ATT004860,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11769,ATT018187,gp_practice_code,missing_gp_code,set to NULL and flag
11771,ATT013112,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
11773,ATT001778,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11776,ATT015197,(entire row),duplicate_row,remove (keep first)
11778,ATT011134,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11780,ATT012645,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11780,ATT012645,gp_practice_code,missing_gp_code,set to NULL and flag
11781,ATT008702,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11781,ATT008702,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11785,ATT000749,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11789,ATT007174,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11791,ATT011808,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11793,ATT004321,(entire row),duplicate_row,remove (keep first)
11793,ATT004321,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11799,ATT003330,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11801,ATT014404,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11801,ATT014404,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11803,ATT014363,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11807,ATT008297,gp_practice_code,gp_code_lowercase,fix (upper-case)
11809,ATT001795,triage_category,invalid_triage_code,reject
11812,ATT017001,gp_practice_code,missing_gp_code,set to NULL and flag
11819,ATT004420,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11820,ATT019797,arrival_time,missing_arrival_time,reject
11823,ATT008527,pseudo_patient_id,missing_patient_id,reject
11823,ATT008527,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11824,ATT002167,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11825,ATT003111,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11826,ATT000793,gp_practice_code,missing_gp_code,set to NULL and flag
11827,ATT000234,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11828,ATT014453,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11829,ATT019805,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11835,ATT004499,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11836,ATT012026,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11837,ATT009506,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11840,ATT016279,triage_category,triage_decimal_format,fix (3.0 -> 3)
11847,ATT009456,gp_practice_code,missing_gp_code,set to NULL and flag
11848,ATT009811,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11850,ATT010607,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11852,ATT009958,gp_practice_code,gp_code_lowercase,fix (upper-case)
11852,ATT009958,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11854,ATT006553,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11855,ATT011376,gp_practice_code,missing_gp_code,set to NULL and flag
11855,ATT011376,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11857,ATT002002,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11865,ATT007260,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11874,ATT004382,departure_time,departure_before_arrival,reject
11877,ATT013985,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11879,ATT007643,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11880,ATT008068,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11881,ATT006453,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11887,ATT012120,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11892,ATT015137,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11896,ATT010197,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11899,ATT011240,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11900,ATT019295,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11913,ATT007848,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11915,ATT010086,departure_time,missing_departure_time,reject
11916,ATT011493,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11917,ATT008421,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11918,ATT011096,(entire row),duplicate_row,remove (keep first)
11924,ATT009632,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11926,ATT009374,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11927,ATT013327,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11930,ATT002270,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11930,ATT002270,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11933,ATT013020,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11933,ATT013020,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11938,ATT001858,(entire row),duplicate_row,remove (keep first)
11940,ATT013727,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11941,ATT019849,arrival_time,future_dated_attendance,reject
11945,ATT012061,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11946,ATT007263,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11950,ATT017047,gp_practice_code,missing_gp_code,set to NULL and flag
11955,ATT017057,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11955,ATT017057,gp_practice_code,missing_gp_code,set to NULL and flag
11956,ATT019880,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11957,ATT009038,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11959,ATT009476,gp_practice_code,malformed_gp_code,set to NULL and flag
11959,ATT009476,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11960,ATT009285,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11966,ATT003772,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11968,ATT004656,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11973,ATT014225,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11977,ATT011724,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11980,ATT016931,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11983,ATT018862,gp_practice_code,missing_gp_code,set to NULL and flag
11987,ATT003346,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11988,ATT011493,(entire row),duplicate_row,remove (keep first)
11988,ATT011493,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11990,ATT009629,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
11992,ATT008315,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11993,ATT009720,gp_practice_code,gp_code_lowercase,fix (upper-case)
11993,ATT009720,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11994,ATT015705,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
11997,ATT000059,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
11999,ATT013977,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12000,ATT008406,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12005,ATT003691,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12006,ATT001650,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12007,ATT004637,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12008,ATT002511,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12010,ATT015947,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12010,ATT015947,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12011,ATT000939,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12012,ATT014005,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12013,ATT000396,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12013,ATT000396,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12017,ATT014775,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12018,ATT011760,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12021,ATT019870,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12023,ATT010293,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12023,ATT010293,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12024,ATT018888,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12027,ATT015530,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12029,ATT004416,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12031,ATT017420,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12033,ATT010010,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12034,ATT011301,departure_time,missing_departure_time,reject
12034,ATT011301,triage_category,triage_decimal_format,fix (3.0 -> 3)
12036,ATT003950,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12037,ATT017182,(entire row),duplicate_row,remove (keep first)
12037,ATT017182,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12038,ATT013419,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12041,ATT019228,gp_practice_code,gp_code_lowercase,fix (upper-case)
12042,ATT013942,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12053,ATT000767,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12054,ATT014101,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12055,ATT003783,triage_category,invalid_triage_code,reject
12062,ATT002861,gp_practice_code,gp_code_lowercase,fix (upper-case)
12062,ATT002861,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12063,ATT001222,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12065,ATT004865,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12067,ATT013772,departure_time,missing_departure_time,reject
12070,ATT004533,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12070,ATT004533,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12081,ATT010468,departure_time,departure_before_arrival,reject
12087,ATT010238,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12087,ATT010238,gp_practice_code,missing_gp_code,set to NULL and flag
12088,ATT015767,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12093,ATT017177,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12093,ATT017177,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12096,ATT018534,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12100,ATT018774,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12101,ATT004440,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12103,ATT007876,departure_time,extreme_length_of_stay,reject
12110,ATT009747,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12112,ATT001952,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12114,ATT016096,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12115,ATT014831,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12116,ATT015546,arrival_time,missing_arrival_time,reject
12117,ATT006945,arrival_time,missing_arrival_time,reject
12118,ATT009966,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12124,ATT007861,(entire row),duplicate_row,remove (keep first)
12125,ATT017605,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12126,ATT011028,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12127,ATT004701,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12127,ATT004701,triage_category,invalid_triage_code,reject
12128,ATT015838,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12128,ATT015838,triage_category,invalid_triage_code,reject
12129,ATT002234,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12130,ATT011243,disposition,missing_disposition,fill with 'Unknown'
12137,ATT001791,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12138,ATT013376,disposition,missing_disposition,fill with 'Unknown'
12141,ATT012405,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12141,ATT012405,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12143,ATT015394,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12144,ATT014021,arrival_time,missing_arrival_time,reject
12146,ATT005425,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12148,ATT003402,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12149,ATT007493,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12151,ATT001551,departure_time,missing_departure_time,reject
12153,ATT015467,gp_practice_code,malformed_gp_code,set to NULL and flag
12153,ATT015467,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12155,ATT010930,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12155,ATT010930,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12158,ATT000649,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12159,ATT016353,pseudo_patient_id,missing_patient_id,reject
12164,ATT013602,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12169,ATT000332,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12169,ATT000332,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12171,ATT013558,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12171,ATT013558,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12173,ATT000212,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12174,ATT019483,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12178,ATT015336,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12178,ATT015336,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12191,ATT009507,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12192,ATT015803,departure_time,departure_before_arrival,reject
12192,ATT015803,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12192,ATT015803,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12196,ATT012172,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12201,ATT000035,(entire row),duplicate_row,remove (keep first)
12201,ATT000035,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12206,ATT013487,(entire row),duplicate_row,remove (keep first)
12211,ATT000660,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12216,ATT000941,gp_practice_code,missing_gp_code,set to NULL and flag
12216,ATT000941,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12225,ATT004072,departure_time,departure_before_arrival,reject
12225,ATT004072,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12226,ATT001401,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12233,ATT006567,departure_time,missing_departure_time,reject
12234,ATT019274,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12237,ATT012249,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12238,ATT015271,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12239,ATT005189,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12241,ATT001109,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12241,ATT001109,pseudo_patient_id,missing_patient_id,reject
12253,ATT001780,(entire row),duplicate_row,remove (keep first)
12254,ATT002554,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12255,ATT002687,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12256,ATT001041,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12257,ATT019084,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12258,ATT001564,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12259,ATT017314,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12260,ATT000556,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12265,ATT013220,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12268,ATT015181,departure_time,missing_departure_time,reject
12270,ATT014994,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12271,ATT015487,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12272,ATT017806,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12276,ATT009411,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12284,ATT008962,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12285,ATT016159,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12287,ATT018848,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12290,ATT013592,(entire row),duplicate_row,remove (keep first)
12292,ATT013019,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12294,ATT010895,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12296,ATT000029,gp_practice_code,missing_gp_code,set to NULL and flag
12297,ATT018270,gp_practice_code,missing_gp_code,set to NULL and flag
12300,ATT009622,triage_category,triage_decimal_format,fix (3.0 -> 3)
12302,ATT018284,disposition,missing_disposition,fill with 'Unknown'
12304,ATT019313,gp_practice_code,gp_code_lowercase,fix (upper-case)
12304,ATT019313,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12306,ATT008525,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12307,ATT005644,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12308,ATT006866,triage_category,triage_decimal_format,fix (3.0 -> 3)
12310,ATT014153,triage_category,invalid_triage_code,reject
12312,ATT004225,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12315,ATT000121,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12318,ATT005580,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12318,ATT005580,triage_category,invalid_triage_code,reject
12320,ATT004711,disposition,missing_disposition,fill with 'Unknown'
12335,ATT017639,departure_time,missing_departure_time,reject
12339,ATT009737,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12343,ATT012770,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12345,ATT010893,gp_practice_code,gp_code_lowercase,fix (upper-case)
12346,ATT000601,departure_time,missing_departure_time,reject
12347,ATT009138,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12348,ATT004551,gp_practice_code,malformed_gp_code,set to NULL and flag
12351,ATT013671,arrival_time,future_dated_attendance,reject
12352,ATT017560,presenting_complaint,missing_presenting_complaint,fill with 'Unknown'
12353,ATT019834,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12355,ATT016569,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12359,ATT010190,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12363,ATT001783,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12365,ATT001096,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12367,ATT001947,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12369,ATT019607,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12370,ATT018826,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12372,ATT010798,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12375,ATT012846,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12376,ATT010662,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12378,ATT016066,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12381,ATT006695,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12381,ATT006695,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12385,ATT009970,gp_practice_code,gp_code_lowercase,fix (upper-case)
12385,ATT009970,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12392,ATT003023,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12393,ATT005402,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12393,ATT005402,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12395,ATT011205,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12401,ATT017480,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
12410,ATT004265,(entire row),duplicate_row,remove (keep first)
12412,ATT010653,presenting_complaint,inconsistent_text_format,"fix (trim spaces, standardise case)"
12414,ATT008114,"arrival_time, departure_time",mixed_date_format,fix (parse into one timestamp format)
12416,ATT000702,disposition,inconsistent_text_format,"fix (trim spaces, standardise case)"
